ID_Cliente,Evasion,Genero,EsAdultoMayor,TienePareja,TieneDependientes,AntigüedadMeses,ServicioTelefonico,MultiplesLineas,TipoInternet,SeguridadEnLinea,RespaldoEnLinea,ProteccionEquipos,SoporteTecnico,TVStreaming,PeliculasStreaming,TipoContrato,FacturaDigital,MetodoPago,CargosMensuales,CargosTotales,CargosDiarios
6907-NZZIJ,True,Female,0,False,False,36,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,99.15,3615.6,3.26
6908-VVYHM,False,Male,0,True,False,65,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,90.65,5931.0,2.98
6910-HADCM,True,Female,0,False,False,1,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Electronic check,76.35,76.35,2.51
6916-HIJSE,False,Female,0,False,False,65,True,False,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),84.85,5459.2,2.79
6917-FIJHC,False,Female,0,True,False,72,True,True,No,,,,,,,Two year,True,Mailed check,26.0,1776.0,0.85
6917-IAYHD,False,Male,0,False,True,1,False,,DSL,False,True,False,True,False,False,Month-to-month,False,Mailed check,33.6,33.6,1.1
6917-YACBP,False,Female,1,False,False,59,True,True,Fiber optic,True,True,True,False,False,False,Month-to-month,True,Electronic check,89.75,5496.9,2.95
6918-UMQCG,False,Female,0,False,False,5,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,80.2,384.25,2.63
6919-ELBGL,False,Male,1,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.95,8196.4,3.78
6921-OZMFH,False,Male,0,True,True,5,True,True,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,55.7,259.4,1.83
6922-NCEDI,False,Male,0,False,True,56,True,False,No,,,,,,,One year,True,Mailed check,21.2,1238.65,0.7
6923-AQONU,False,Male,0,True,True,23,True,False,No,,,,,,,Two year,False,Mailed check,20.9,454.0,0.69
6923-EFPNL,True,Male,0,False,False,4,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),51.75,201.1,1.7
6923-JHPMP,False,Female,0,False,False,2,True,False,Fiber optic,True,False,True,False,False,False,Month-to-month,True,Electronic check,80.45,137.1,2.64
6924-TDGMT,False,Male,0,True,False,11,True,False,No,,,,,,,One year,True,Mailed check,20.55,184.95,0.68
6925-BAYGL,False,Female,1,True,False,53,True,True,No,,,,,,,Two year,False,Credit card (automatic),25.1,1275.6,0.82
6927-WTFIV,True,Male,1,False,False,20,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),71.3,1389.2,2.34
6928-ONTRW,False,Female,0,True,True,72,True,False,No,,,,,,,Two year,False,Credit card (automatic),19.7,1379.8,0.65
6933-FHBZC,False,Female,0,False,False,26,True,False,DSL,False,True,True,False,False,False,One year,True,Mailed check,56.05,1553.2,1.84
6933-VLYFX,False,Male,0,True,True,31,False,,DSL,True,False,True,True,True,True,One year,False,Electronic check,59.95,1848.8,1.97
6937-GCDGQ,False,Male,0,True,True,19,True,False,DSL,True,False,False,False,False,False,One year,True,Bank transfer (automatic),48.95,955.6,1.61
6941-KXRRV,False,Female,1,True,False,48,True,False,DSL,False,True,False,False,False,True,One year,True,Bank transfer (automatic),58.95,2789.7,1.94
6941-PMGEP,True,Female,0,False,False,5,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.0,412.5,2.63
6942-LBFDP,False,Female,0,False,False,2,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.55,33.6,0.68
6946-LMSQS,True,Male,1,True,False,25,True,True,Fiber optic,True,False,False,False,False,True,One year,True,Electronic check,89.05,2177.45,2.93
6950-TWMYB,False,Male,0,True,True,54,True,False,Fiber optic,False,True,False,True,False,False,Two year,True,Bank transfer (automatic),79.95,4362.05,2.63
6952-OMNWB,False,Male,1,True,False,68,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),80.35,5589.3,2.64
6953-PBDIN,False,Male,0,True,False,70,True,True,DSL,False,True,True,True,True,False,Two year,False,Bank transfer (automatic),72.95,5265.55,2.4
6954-OOYZZ,False,Male,0,True,False,18,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),44.35,768.05,1.46
6956-SMUCM,True,Female,0,False,False,3,True,False,Fiber optic,True,False,True,False,True,True,Month-to-month,True,Credit card (automatic),99.0,287.4,3.25
6959-GQEGV,False,Male,0,False,False,45,True,False,DSL,True,False,True,False,True,True,Month-to-month,True,Electronic check,75.95,3273.8,2.5
6959-UWKHF,True,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,42.9,42.9,1.41
6960-HVYXR,True,Female,0,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,76.0,76.0,2.5
6961-MJKBO,False,Male,0,False,False,47,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.45,943.0,0.67
6961-VCPMC,True,Male,1,True,False,46,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.4,3605.2,2.64
6963-EZQEE,False,Male,1,True,False,70,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),88.55,6306.5,2.91
6963-KQYQB,False,Female,0,True,True,70,True,True,No,,,,,,,Two year,False,Mailed check,24.05,1764.75,0.79
6967-PEJLL,False,Male,0,True,True,37,False,,DSL,True,False,True,True,False,False,One year,True,Electronic check,40.2,1525.35,1.32
6967-QIQRV,False,Male,0,True,True,15,True,False,Fiber optic,True,False,False,True,True,True,One year,False,Electronic check,101.9,1667.25,3.35
6968-GMKPR,False,Female,0,False,False,55,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,81.55,4509.5,2.68
6968-MHOMU,False,Male,0,True,False,58,False,,DSL,False,False,False,False,True,True,One year,True,Credit card (automatic),45.0,2689.35,1.48
6968-URWQU,False,Male,0,True,False,43,True,False,DSL,False,False,False,False,True,False,One year,True,Mailed check,56.35,2391.15,1.85
6969-MVBAI,False,Female,1,False,False,9,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,90.1,816.8,2.96
6972-SNKKW,False,Female,0,False,False,6,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.0,109.2,0.66
6974-DAFLI,False,Female,0,True,False,55,True,False,No,,,,,,,One year,False,Electronic check,19.7,1140.05,0.65
6976-BWGLQ,False,Female,0,True,True,72,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),25.2,1787.35,0.83
6979-TNDEU,False,Female,0,False,False,8,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.2,156.85,0.63
6979-ZNSFF,True,Female,0,False,False,8,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,87.05,762.1,2.86
6980-CDGFC,False,Female,0,True,False,67,True,False,No,,,,,,,One year,True,Bank transfer (automatic),20.85,1327.4,0.68
6980-IMXXE,False,Female,0,True,True,69,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.2,1412.65,0.66
6981-TDRFT,False,Male,0,True,True,44,False,,DSL,False,False,True,True,True,True,One year,True,Electronic check,54.3,2317.1,1.78
6982-SSHFK,True,Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,44.4,44.4,1.46
6982-UQZLY,True,Female,1,True,False,1,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.85,20.85,0.68
6985-HAYWX,False,Female,0,True,False,26,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),79.3,2015.8,2.61
6986-IJDHX,True,Male,0,True,True,39,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Mailed check,86.3,3266.0,2.84
6986-IXNDM,False,Male,0,False,False,14,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,92.9,1337.45,3.05
6987-XQSJT,True,Female,1,False,False,54,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,79.5,4370.25,2.61
6988-CJEYV,False,Male,0,False,False,49,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,False,Electronic check,98.7,4920.55,3.24
6990-YNRIO,True,Male,0,True,True,65,True,True,Fiber optic,True,False,True,True,True,True,Two year,False,Bank transfer (automatic),108.65,6937.95,3.57
6992-TKNYO,False,Male,0,True,False,38,True,True,DSL,False,False,True,True,False,True,One year,False,Credit card (automatic),69.0,2669.45,2.27
6993-OHLXR,True,Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,68.95,119.75,2.27
6993-YCOBK,False,Male,0,True,True,60,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Electronic check,110.6,6586.85,3.63
6993-YGFJV,False,Male,0,True,False,69,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),112.55,7806.5,3.7
6994-FGRHH,False,Male,0,True,True,70,True,False,Fiber optic,False,True,True,True,True,True,One year,True,Electronic check,106.15,7475.1,3.49
6994-KERXL,False,Male,0,False,False,4,True,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,55.9,238.5,1.84
6994-ORCWG,False,Female,0,False,False,14,True,True,DSL,False,True,False,False,False,False,One year,True,Mailed check,54.25,773.2,1.78
6996-KNSML,True,Female,0,False,False,1,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,74.9,74.9,2.46
6997-UVGOX,False,Male,0,True,True,71,True,False,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),85.45,6029.9,2.81
6999-CHVCF,False,Male,0,False,False,68,True,True,Fiber optic,True,True,True,False,False,True,Two year,True,Bank transfer (automatic),102.1,7149.35,3.35
7000-WCEVQ,True,Female,1,False,False,20,True,True,DSL,False,False,False,False,False,True,Month-to-month,True,Mailed check,61.6,1174.35,2.02
7005-CCBKV,True,Male,0,False,False,6,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,84.4,556.35,2.77
7005-CYUIL,False,Female,1,True,False,71,True,False,Fiber optic,True,True,True,True,True,False,Two year,True,Electronic check,99.4,7168.25,3.27
7008-LZVOZ,False,Male,0,True,True,66,True,True,No,,,,,,,Two year,True,Credit card (automatic),25.3,1672.35,0.83
7009-LGECI,False,Female,0,False,False,4,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),50.55,235.65,1.66
7009-PCARS,False,Male,0,False,True,55,True,False,No,,,,,,,One year,False,Bank transfer (automatic),19.1,1001.5,0.63
7010-BRBUU,False,Male,0,True,True,72,True,True,No,,,,,,,Two year,False,Credit card (automatic),24.1,1734.65,0.79
7010-ZMVBF,False,Female,0,True,True,18,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.45,357.0,0.67
7011-CVEUC,False,Male,0,True,False,25,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Credit card (automatic),95.7,2338.35,3.14
7013-PSXHK,False,Female,0,False,False,40,True,True,DSL,False,False,True,True,True,True,One year,True,Mailed check,80.75,3208.65,2.65
7014-ZZXAW,False,Female,0,True,False,71,True,True,No,,,,,,,Two year,True,Credit card (automatic),24.25,1732.95,0.8
7016-BPGEU,True,Female,0,False,False,29,False,,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),25.1,712.85,0.82
7016-NVRIC,False,Male,1,True,False,29,True,False,Fiber optic,True,False,True,False,False,True,One year,False,Bank transfer (automatic),90.1,2656.7,2.96
7017-VFHAY,False,Female,0,True,True,61,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Credit card (automatic),115.1,7008.15,3.78
7017-VFULY,False,Female,0,True,False,2,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),20.1,43.15,0.66
7018-FPXHH,False,Male,0,True,True,56,True,False,DSL,True,True,True,False,False,False,Two year,True,Bank transfer (automatic),59.8,3457.45,1.96
7018-WBJNK,False,Male,0,False,True,13,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),78.3,1033.95,2.57
7020-OZKXZ,False,Female,1,False,False,9,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Credit card (automatic),75.5,637.4,2.48
7021-XSNYE,False,Male,0,True,True,7,False,,DSL,True,False,True,True,False,True,Two year,False,Credit card (automatic),49.65,305.55,1.63
7024-OHCCK,True,Female,1,False,False,2,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,93.85,170.85,3.08
7025-IWFHT,False,Male,0,False,False,41,True,False,Fiber optic,False,True,False,True,True,False,One year,True,Electronic check,89.55,3729.75,2.94
7025-WCBNE,False,Male,1,False,False,47,True,True,DSL,False,True,False,True,False,False,Two year,False,Bank transfer (automatic),59.6,2754.0,1.96
7026-YMSBE,False,Male,0,False,False,30,True,False,No,,,,,,,One year,False,Mailed check,19.7,625.05,0.65
7028-DVOIQ,True,Male,1,False,False,35,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.05,3395.8,3.25
7029-IJEJK,False,Female,0,False,False,54,False,,DSL,True,False,False,True,False,True,One year,False,Bank transfer (automatic),44.1,2369.7,1.45
7029-RPUAV,True,Male,1,True,False,17,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),100.45,1622.45,3.3
7030-FZTFM,False,Male,0,True,True,72,True,True,Fiber optic,False,True,True,True,True,True,Two year,False,Credit card (automatic),110.9,7922.75,3.64
7030-NJVDP,False,Male,0,True,False,24,True,False,Fiber optic,True,False,False,True,False,True,Month-to-month,True,Electronic check,89.25,2210.2,2.93
7032-LMBHI,False,Female,0,False,False,37,True,True,DSL,True,False,False,False,True,False,One year,False,Bank transfer (automatic),64.65,2347.85,2.12
7033-CLAMM,False,Female,0,True,True,48,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.2,1027.25,0.66
7036-TYDEC,False,Female,0,False,False,69,True,True,Fiber optic,False,False,True,True,True,True,Two year,False,Electronic check,104.0,7028.5,3.42
7036-ZZKBD,False,Male,0,True,False,31,True,False,DSL,False,False,True,True,False,True,Month-to-month,True,Credit card (automatic),66.4,2019.8,2.18
7037-MTYVW,False,Male,0,True,True,38,True,True,DSL,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),85.4,3297.0,2.81
7041-TXQJH,False,Female,0,False,False,37,False,,DSL,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),40.2,1478.85,1.32
7044-YAACC,False,Male,1,True,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.2,280.35,2.31
7047-FWEYA,False,Female,0,True,False,46,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Electronic check,103.15,4594.65,3.39
7047-YXDMZ,False,Male,0,False,False,21,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.0,417.7,0.66
7048-GXDAY,False,Male,0,False,False,39,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Electronic check,106.4,4040.65,3.5
7049-GKVZY,False,Female,0,False,False,17,True,False,DSL,True,True,False,True,True,True,One year,False,Credit card (automatic),79.85,1387.35,2.62
7054-DMVAS,False,Male,0,False,False,54,True,False,DSL,True,True,False,False,True,False,Two year,True,Bank transfer (automatic),65.3,3512.9,2.15
7054-ENNGU,False,Female,0,True,False,9,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Mailed check,50.85,466.6,1.67
7054-LGEQW,True,Female,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.95,45.95,1.51
7055-HNEOJ,False,Male,0,True,False,3,True,False,DSL,False,False,True,True,False,False,Month-to-month,True,Mailed check,55.8,154.55,1.83
7055-JCGNI,False,Female,0,False,False,70,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),111.95,7795.95,3.68
7055-VKGDA,True,Male,0,False,False,54,True,False,Fiber optic,True,True,False,True,True,True,One year,True,Credit card (automatic),105.4,5643.4,3.46
7056-IMHCC,True,Male,1,True,False,53,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,101.9,5549.4,3.35
7061-OVMIM,False,Female,0,True,True,30,True,False,No,,,,,,,One year,False,Bank transfer (automatic),19.55,608.5,0.64
7064-FRRSW,False,Male,1,False,False,48,True,True,Fiber optic,False,True,False,False,True,True,One year,True,Electronic check,99.0,4744.35,3.25
7064-JHXCE,False,Male,0,True,True,62,True,False,No,,,,,,,Two year,False,Credit card (automatic),20.05,1263.9,0.66
7065-YUNRY,True,Female,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.3,45.3,1.49
7067-KSAZT,True,Female,1,True,False,65,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,106.25,6979.8,3.49
7072-MBHEV,False,Female,1,True,True,11,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),78.1,864.85,2.57
7073-QETQY,False,Male,0,True,True,66,True,False,No,,,,,,,One year,True,Electronic check,20.35,1359.5,0.67
7074-IEVOJ,True,Female,1,False,False,3,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,79.4,205.05,2.61
7074-STDCN,False,Male,0,False,False,39,False,,DSL,False,False,False,True,False,True,Month-to-month,True,Electronic check,40.6,1494.5,1.33
7075-BNDVQ,False,Female,0,False,False,4,False,,DSL,True,False,True,False,False,False,Month-to-month,False,Mailed check,35.0,135.75,1.15
7077-XJMET,False,Male,0,True,False,12,True,False,DSL,False,False,True,True,True,True,Month-to-month,True,Electronic check,74.15,741.4,2.44
7078-NVFAM,False,Female,0,True,True,32,False,,DSL,True,True,False,False,False,False,Month-to-month,True,Electronic check,35.15,1051.05,1.15
7079-QRCBC,True,Female,0,False,False,24,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.75,2407.3,3.24
7080-TNUWP,False,Male,0,True,False,70,True,True,Fiber optic,False,True,True,False,True,False,One year,True,Bank transfer (automatic),95.0,6602.9,3.12
7083-MIOPC,False,Female,0,False,False,72,True,False,No,,,,,,,Two year,False,Credit card (automatic),20.25,1566.9,0.67
7083-YNSKY,True,Female,0,False,False,15,True,True,No,,,,,,,Month-to-month,True,Credit card (automatic),25.4,399.6,0.83
7088-FBAWU,False,Female,0,True,True,17,True,False,DSL,True,True,False,False,True,True,Month-to-month,False,Mailed check,74.55,1215.8,2.45
7089-IVVAZ,True,Female,0,False,False,8,True,True,Fiber optic,True,False,False,True,True,True,Month-to-month,True,Bank transfer (automatic),103.35,847.3,3.4
7089-RKVSZ,False,Male,0,True,True,8,True,True,No,,,,,,,One year,False,Mailed check,24.4,203.95,0.8
7089-XXAYG,False,Male,0,True,False,25,False,,DSL,False,False,True,False,True,False,One year,True,Credit card (automatic),38.1,970.4,1.25
7094-MSZAO,False,Male,0,True,True,10,True,False,No,,,,,,,Month-to-month,True,Credit card (automatic),20.05,218.5,0.66
7096-UCLNH,False,Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.05,20.05,0.66
7096-ZNBZI,False,Female,0,True,False,72,True,True,No,,,,,,,Two year,False,Credit card (automatic),26.45,1914.5,0.87
7100-FQPRV,False,Male,0,True,True,43,True,True,DSL,True,False,False,True,False,True,One year,True,Credit card (automatic),71.9,3173.35,2.36
7101-HRBLJ,False,Female,0,True,True,72,True,False,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),83.7,6096.9,2.75
7102-JJVTX,False,Female,0,True,True,9,True,False,DSL,True,False,False,False,False,False,One year,False,Mailed check,48.6,422.3,1.6
7103-IPXPJ,False,Male,0,True,False,50,True,True,Fiber optic,False,False,False,True,True,True,One year,False,Electronic check,99.4,5059.75,3.27
7103-ZGVNT,False,Female,0,True,True,69,True,True,DSL,True,True,False,True,True,False,One year,False,Credit card (automatic),73.7,4885.85,2.42
7105-BENQF,False,Male,0,False,True,15,True,False,DSL,True,False,True,False,False,True,One year,False,Mailed check,64.85,950.75,2.13
7105-MXJLL,False,Female,1,True,False,26,True,False,DSL,False,False,True,False,False,True,One year,False,Mailed check,60.7,1597.4,1.99
7107-UBYKY,False,Female,0,True,True,35,True,True,No,,,,,,,Month-to-month,True,Electronic check,25.75,882.55,0.85
7108-DGVUU,False,Female,1,True,False,21,True,True,DSL,False,True,True,False,False,True,One year,False,Bank transfer (automatic),71.7,1497.05,2.36
7109-CQYUZ,False,Male,0,False,False,52,True,True,DSL,True,True,True,True,True,True,Two year,True,Mailed check,89.25,4652.4,2.93
7109-MFBYV,False,Male,0,False,False,26,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,45.45,1233.15,1.49
7110-BDTWG,False,Female,0,True,False,71,False,,DSL,False,False,True,True,False,True,Two year,True,Electronic check,47.05,3263.6,1.55
7112-OPOTK,True,Male,0,False,False,33,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,68.25,2171.15,2.24
7113-HIPFI,False,Male,0,True,True,66,True,False,DSL,True,True,True,True,False,False,Two year,False,Mailed check,65.85,4097.05,2.16
7114-AEOZE,False,Female,0,False,False,60,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),19.85,1128.1,0.65
7115-IRDHS,False,Female,0,True,False,72,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),24.65,1830.05,0.81
7120-RFMVS,True,Male,0,False,False,1,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,84.5,84.5,2.78
7123-WQUHX,False,Male,0,False,False,38,True,True,Fiber optic,False,False,True,True,True,False,One year,False,Bank transfer (automatic),95.0,3605.6,3.12
7124-UGSUR,True,Female,1,True,False,61,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Credit card (automatic),104.4,6405.0,3.43
7126-RBHSD,False,Female,0,True,False,17,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,78.9,1348.95,2.59
7128-GGCNO,False,Male,0,False,False,46,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),72.8,3249.4,2.39
7129-ACFOG,False,Female,0,False,False,5,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,53.8,283.95,1.77
7129-AZJDE,False,Male,0,True,True,34,True,False,Fiber optic,False,False,False,False,False,True,One year,True,Bank transfer (automatic),78.95,2647.2,2.59
7129-CAKJW,False,Female,0,False,False,17,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Bank transfer (automatic),80.05,1345.65,2.63
7130-CTCUS,False,Male,1,True,False,16,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),54.55,825.1,1.79
7130-VTEWQ,True,Female,1,False,False,8,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.75,606.25,2.49
7130-YXBRO,False,Male,0,True,False,48,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),111.45,5315.1,3.66
7131-ZQZNK,False,Female,0,True,True,60,False,,DSL,True,False,True,True,True,True,Two year,False,Credit card (automatic),59.85,3590.2,1.97
7133-VBDCG,True,Female,0,False,False,25,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),79.85,2015.35,2.62
7134-HBPBS,False,Female,1,False,False,72,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),108.1,7774.05,3.55
7134-MJPDY,False,Female,1,False,False,66,True,True,Fiber optic,False,False,True,True,True,True,One year,True,Credit card (automatic),102.85,6976.75,3.38
7136-IHZJA,False,Female,0,True,True,40,True,False,DSL,True,True,False,True,False,True,Month-to-month,True,Mailed check,71.35,2847.2,2.34
7136-RVDTZ,True,Male,1,False,False,70,False,,DSL,False,False,False,False,True,True,One year,True,Electronic check,45.25,3264.45,1.49
7137-NAXML,False,Male,0,False,False,23,True,False,No,,,,,,,One year,False,Bank transfer (automatic),20.15,405.6,0.66
7137-RYLPP,True,Male,1,True,False,37,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,85.7,3171.15,2.82
7138-GIRSH,False,Male,0,False,False,50,True,True,DSL,False,False,True,True,False,True,Two year,False,Bank transfer (automatic),69.5,3418.2,2.28
7139-JZFVG,False,Male,0,True,True,60,True,False,DSL,True,True,True,False,False,False,Two year,False,Bank transfer (automatic),60.5,3694.45,1.99
7140-ADSMJ,False,Male,0,False,False,8,True,False,No,,,,,,,Month-to-month,True,Credit card (automatic),20.45,162.3,0.67
7142-HVGBG,True,Male,1,True,False,43,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,103.0,4414.3,3.38
7143-BQIBA,False,Male,0,False,False,10,True,False,DSL,True,False,False,True,True,False,Month-to-month,False,Bank transfer (automatic),62.25,612.95,2.05
7145-FEJWU,False,Female,0,False,True,12,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,105.3,1275.65,3.46
7147-AYBAA,False,Male,0,False,False,37,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.35,2552.9,2.31
7148-XZPHA,False,Male,0,True,True,55,True,False,Fiber optic,False,True,False,True,False,False,Month-to-month,False,Electronic check,79.4,4238.45,2.61
7153-CHRBV,False,Female,0,True,True,57,True,False,DSL,True,False,True,True,False,False,One year,True,Mailed check,59.3,3274.35,1.95
7153-OANIO,True,Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,69.95,69.95,2.3
7156-MHUGY,True,Male,1,False,False,13,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,90.5,1201.15,2.97
7156-MXBJE,False,Female,0,False,False,43,True,True,DSL,False,True,True,True,True,True,One year,False,Credit card (automatic),85.1,3662.25,2.8
7157-SMCFK,False,Male,0,False,True,61,True,False,No,,,,,,,Two year,False,Mailed check,19.75,1124.2,0.65
7159-FVYPK,False,Female,0,True,True,3,True,True,DSL,False,True,True,False,True,False,Month-to-month,True,Bank transfer (automatic),69.15,235.0,2.27
7159-NOKYQ,False,Male,0,True,False,67,True,True,Fiber optic,False,True,True,False,False,True,Two year,True,Electronic check,93.15,6368.2,3.06
7161-DFHUF,False,Female,0,True,False,71,True,True,No,,,,,,,Two year,False,Mailed check,23.85,1672.1,0.78
7162-WPHPM,False,Male,0,True,True,58,True,True,DSL,True,True,True,True,False,False,Two year,False,Credit card (automatic),71.6,4230.25,2.35
7163-OCEQI,False,Male,0,True,True,22,True,True,DSL,False,False,True,True,True,True,One year,True,Mailed check,78.65,1663.75,2.58
7164-BPTUT,False,Male,0,False,True,57,True,True,DSL,True,True,True,True,True,True,Two year,False,Mailed check,89.55,5012.35,2.94
7167-PCEYD,False,Male,0,False,False,67,True,False,No,,,,,,,Two year,True,Mailed check,19.8,1311.3,0.65
7168-HDQHG,False,Female,0,True,True,36,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),19.2,702.9,0.63
7169-YWAMK,False,Male,0,True,True,72,True,False,DSL,True,True,False,True,True,False,Two year,False,Bank transfer (automatic),68.4,4855.35,2.25
7173-TETGO,False,Female,1,True,False,72,True,True,Fiber optic,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),78.5,5602.25,2.58
7175-NTIXE,False,Female,0,False,False,25,True,False,DSL,True,False,False,True,True,True,Month-to-month,True,Credit card (automatic),76.15,1992.95,2.5
7176-WIONM,False,Female,0,True,False,12,False,,DSL,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),49.85,617.15,1.64
7176-WRTNX,False,Male,0,False,False,70,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.95,7711.25,3.78
